quake_code,cfti_code,asset_id,type,title,date,source,path,excerpt,tags,author,rights,credit,description,width,height,filename
8443,,cfti_8443_ico_000226,image,Immagine CFTI ico_000226,,INGV – CFTI Visual,img/8443/ico_000226.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C. V.], Ponte di Campostrino - Crollo di rocce nella Gola del Calore. Fotografia n. 155 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,#Î,2646,1890,ico_000226.jpg
8443,,cfti_8443_ico_000237,image,Immagine CFTI ico_000237,,INGV – CFTI Visual,img/8443/ico_000237.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C. V.], Polla - Palazzo Palmieri e ponte sul Calore, veduta da sud-ovest. Fotografia n. 176 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,"@""A",1890,2645,ico_000237.jpg
8443,,cfti_8443_ico_000248,image,Immagine CFTI ico_000248,,INGV – CFTI Visual,img/8443/ico_000248.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Atena Lucana - Rovine alla vecchia torre circolare nei pressi della Cattedrale. Fotografia n. 191 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,⌘ +,1294,1487,ico_000248.jpg
8443,,cfti_8443_ico_000250,image,Immagine CFTI ico_000250,,INGV – CFTI Visual,img/8443/ico_000250.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Rionero in Vulture - Veduta da sud-est di parte del paese. Sullo sfondo il cimitero e il Monte Vulture. Fotografia n. 3 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,KMâ,2644,1889,ico_000250.jpg
8443,,cfti_8443_ico_000251,image,Immagine CFTI ico_000251,,INGV – CFTI Visual,img/8443/ico_000251.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Montesano - Veduta generale del paese da sud-est. Fotografia n. 210 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,S,2644,1889,ico_000251.jpg
8443,,cfti_8443_ico_000252,image,Immagine CFTI ico_000252,,INGV – CFTI Visual,img/8443/ico_000252.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Padula - Palazzo Romani, veduta di sud ovest. Fotografia n. 213 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,Fotografia n. 213 allegata al ms del Rapporto di Robert Mallet. Palazzo Romano veduta da sud-ovest - Nessun danno. La parete ovest ha ampie aree senza intonaco che tuttavia non sembrano ricondursi a danni del terremoto.,2644,1889,ico_000252.jpg
8443,,cfti_8443_ico_000253,image,Immagine CFTI ico_000253,,INGV – CFTI Visual,img/8443/ico_000253.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Padula - Palazzo Romani, veduta di nord-est. Fotografia n. 214 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,M:)&gt;,2644,1889,ico_000253.jpg
8443,,cfti_8443_ico_000254,image,Immagine CFTI ico_000254,,INGV – CFTI Visual,img/8443/ico_000254.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Padula - Monumento in onore di San Bruno. Fotografia n. 225 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,ç†{‚,1890,2646,ico_000254.jpg
8443,,cfti_8443_ico_000255,image,Immagine CFTI ico_000255,,INGV – CFTI Visual,img/8443/ico_000255.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Grumento Nova - Veduta nord delle rovine del Castello Giliberti. Fotografia n. 251 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,*€$º,2646,1890,ico_000255.jpg
8443,,cfti_8443_ico_000257,image,Immagine CFTI ico_000257,,INGV – CFTI Visual,img/8443/ico_000257.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Grumento Nova - Veduta del paese da est. Fotografia n. 254 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,≥’πë,2644,1889,ico_000257.jpg
8443,,cfti_8443_ico_000258,image,Immagine CFTI ico_000258,,INGV – CFTI Visual,img/8443/ico_000258.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Montemurro - Panorama, rovine del paese visto da sud. Fotografia n. 259 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,Fotografia n. 259 allegata al ms del Rapporto di Robert Mallet. Veduta generale del paese da ovest - Distruzione quasi totale. L'Immagine mostra la parte del paese in corrispondenza della scarpata ovest. La maggior parte degli edifici è praticamente rasa al suolo. In alto a destra alcuni resti di edifici di una certa dimensione e all'estremità sinistra del rilievo su cui è costruito il paese si riconosce il campanile o torre della Chiesa di S.Domenico della fotografia n.261 allegata al ms del Rapporto di Mallet.,2646,1890,ico_000258.jpg
8443,,cfti_8443_ico_000259,image,Immagine CFTI ico_000259,,INGV – CFTI Visual,img/8443/ico_000259.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Montemurro - Veduta da ovest delle rovine del paese. Fotografia n. 262 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,"Fotografia n. 262 allegata al ms del Rapporto di Robert Mallet. Veduta generale del paese da sud-ovest - Distruzione quasi totale. Solo pochi edifici in piedi, una distesa di case distrutte miste a macerie. Si riconoscono al centro della fotografia, da sinistra a destra il campanile o torre crollata della chiesa e convento di S.Domenico (fotografia n. 261 allegata al ms del Rapporto di Mallet), la Chiesa Madre di S.Maria Assunta (fotografia n. 260) e il Palazzo Fino (fotografia n. 265).",2644,1889,ico_000259.jpg
8443,,cfti_8443_ico_000260,image,Immagine CFTI ico_000260,,INGV – CFTI Visual,img/8443/ico_000260.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Caggiano - veduta sud-ovest. Fotografia n. 271 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,"Fotografia n. 271 allegata al ms del Rapporto di Robert Mallet. Veduta del paese sud-ovest - Crolli e danni. La fotografia è erroneamente attribuita da Mallet a Viggiano. La fotografia, presa dal basso, mostra le poche case che si affacciano sulla scarpata rocciosa del rilievo sui cui è costruito il paese. La maggior parte delle case presenta danni più o meno gravi. Alcune, al centro dell'immagine, in alto, hanno i tetti e parte dei muri crollati. Crolli anche nelle case del lato sul del paese.",2644,1889,ico_000260.jpg
8443,,cfti_8443_ico_000261,image,Immagine CFTI ico_000261,,INGV – CFTI Visual,img/8443/ico_000261.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Tramutola - Panoramica da est. Fotografia n. 276 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,"Fotografia n. 276 allegata al ms del Rapporto di Robert Mallet. Panoramica da nord-est. Crolli e danni. A sinistra si vedono chiaramente le due chiese, quella della SS.Trinità e la chiesa del Rosario con la caratteristica cupola. L'immagine conferma il crollo dell'abside e di parte del tetto. Edifici attigui mostrano crolli di tetti e di muri. Spostandosi verso destra (nord-est) il paesaggio urbano è punteggiato qua e là da crolli parziali o totali di muri e tetti.",2646,1890,ico_000261.jpg
8443,,cfti_8443_ico_000262,image,Immagine CFTI ico_000262,,INGV – CFTI Visual,img/8443/ico_000262.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Marsico Nuovo - Caduta massi nei pressi del paese. Fotografia n. 287 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,Fotografia n. 287 allegata al ms del Rapporto di Robert Mallet. Caduta massi nei pressi del paese.,2644,1889,ico_000262.jpg
8443,,cfti_8443_ico_000263,image,Immagine CFTI ico_000263,,INGV – CFTI Visual,img/8443/ico_000263.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Vietri di Potenza - Monumento all entrata del paese, veduta da sud. Fotografia n. 294 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,"Fotografia n. 294 allegata al ms del Rapporto di Robert Mallet. Monumento all’entrata del paese - Danni. Vista da sud. Questa fotografia è servita a Mallet per le sue determinazioni delle direzioni delle onde sismiche, ma non presenta danni di particolare gravità. Solo distacchi dell'apparato marmoreo di rivestimento del monumento. Si veda anche la fotografia 293 allegata al rapporto di Mallet.",1316,1615,ico_000263.jpg
8443,,cfti_8443_ico_000264,image,Immagine CFTI ico_000264,,INGV – CFTI Visual,img/8443/ico_000264.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Potenza - Veduta da Montereale, lato sud. Fotografia n. 302 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,"Fotografia n. 302 allegata al ms del Rapporto di Robert Mallet. Veduta della città da Montereale, lato sud - Alcuni crolli. In alto si vede la cupola della cattedrale di S.Gerardo. Immediatamente sotto alcuni edifici hanno i tetti e parte dei muri sommitali crollati. Alcune facciate sono puntellate con travi di legno. Scorrendo la foto verso destra si osservano alcuni tetti danneggiati o crollati completamente.",2644,1889,ico_000264.jpg
8443,,cfti_8443_ico_000265,image,Immagine CFTI ico_000265,,INGV – CFTI Visual,img/8443/ico_000265.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Potenza - Veduta da Montereale, lato sud-ovest. Fotografia n. 303 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,"Fotografia n. 303 allegata al ms del Rapporto di Robert Mallet. Veduta da Montereale, lato sud-ovest. Da sinistra, una casa con il tetto crollato, il crollo parziale di una parete esterna e una profonda e grave fenditura verticale inizio distacco della parete est dell'edificio. Un edificio più basso ha una fenditura verticale. Verso destra un gruppo di case con gravissimi danni o crolli, in alcuni casi puntellate. Dietro a queste case una casa bianca ha il tetto crollato e la facciata che da su una strada puntellata. Nel gruppo di case sopra la scura vegetazione, c'è l'ingresso di Porta Salza della fotografia n. 305 allegata al rapporto di Mallet. La casa puntellata con la facciata con la parte alta crollata è la stessa che si trova a destra nella foto 305. Alcune case topograficamente sopra di essa hanno tetti e/o muri crollati. A destra infine si vede il campanile della chiesa di S.Michele Arcangelo senza danni evidenti.",2644,1889,ico_000265.jpg
8443,,cfti_8443_ico_000266,image,Immagine CFTI ico_000266,,INGV – CFTI Visual,img/8443/ico_000266.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Atella - Veduta da sud-ovest. Fotografia n. 318 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,^{]ò,2644,1889,ico_000266.jpg
8443,,cfti_8443_ico_000267,image,Immagine CFTI ico_000267,,INGV – CFTI Visual,img/8443/ico_000267.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Rionero in Vulture - Veduta del Vulture da Rionero. Fotografia n. 321 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,"Fotografia n. 321 allegata al ms del Rapporto di Robert Mallet. Veduta del paese e del monte Vulture da nord-est - Danni. Immagine di non facile lettura a causa dello stato di conservazione. Si intravede qualche danno, anche se non è tuttavia possibile poter ricondurli a questo terremoto, in quanto il paese ha subito danni gravi in occasione del terremoto del 14 agosto 1851. Si intravede sullo sfondo, al centro della fotografia, la Chiesa Madre di S.Marco Evangelista con il tetto crollato e dietro il profilo del monte Vulture.",2644,1889,ico_000267.jpg
8443,,cfti_8443_ico_000268,image,Immagine CFTI ico_000268,,INGV – CFTI Visual,img/8443/ico_000268.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Spinazzola - Ingresso sud del paese. Fotografia n. 323 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,ïs2O,2646,1890,ico_000268.jpg
8443,,cfti_8443_ico_000269,image,Immagine CFTI ico_000269,,INGV – CFTI Visual,img/8443/ico_000269.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Laghi di Monticchio - Monastero di San Michele. Fotografia n. 327 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,#ß¯,2646,1890,ico_000269.jpg
8443,,cfti_8443_ico_000271,image,Immagine CFTI ico_000271,,INGV – CFTI Visual,img/8443/ico_000271.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Muro Lucano - Veduta sud-ovest del paese con il Monte Croce sullo sfondo. Fotografia n. 334 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,Fotografia n. 334 allegata al ms del Rapporto di Robert Mallet. Veduta del paese da nord. Nessun danno esterno visibile. Nella parte alta del paese si vede il castello e a sinistra la cattedrale della Beata Vergine Assunta e il relativo campanile.,2646,1890,ico_000271.jpg
8443,,cfti_8443_ico_000272,image,Immagine CFTI ico_000272,,INGV – CFTI Visual,img/8443/ico_000272.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Montemurro - Rocce sul fiume Agri tra Sarconi e Montemurro. Fotografia nn4 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,"Fotografia non numerata allegata al ms del Rapporto di Robert Mallet. Ponte sul fiume Agri fra i comuni di Montemurro e Sarconi - Nessun danno. In primo piano un ponte senza danni. In alto sul monte spicca il castello di Moliterno. La fotografia è stata ripresa, quindi, in un punto più vicino a Sarconi che a Montemurro, ma non è possibile localizzarla con precisione.",2646,1890,ico_000272.jpg
8443,,cfti_8443_ico_000273,image,Immagine CFTI ico_000273,,INGV – CFTI Visual,img/8443/ico_000273.jpg,,8443;terremoto,"Grillet C. V., Library of the Royal Society London, Ms225,  [Grillet C.V.], Sala Consilina - Veduta da nord-ovest del paese. Fotografia n. 198 allegata al manoscritto del Rapporto di Robert Mallet.",CC BY-NC-SA,,"Fotografia n. 198 allegata al ms del Rapporto di Robert Mallet. Veduta paese da nord-ovest - Crolli e danni anche a edifici di rilievo. Da sinistra a destra, la parte nord occidentale presenta numerose case con crolli parziali o totali di tetti e muri. Spostandosi verso il centro del paese (direzione sud-est) i crolli sono accentuati nella parte alta del paese. A poco più di metà fotografia spicca la facciata e il campanile della chiesa di S.Stefano. Sul tetto della chiesa si nota un crollo e qualche danno al tetto del campanile. I crolli anche totali si accentuano verso l'estremità sud-orientale del rilievo su cui è costruito il paese. Si vede il Santuario della Madonna del Castello.",2646,1890,ico_000273.jpg
8443,,cfti_8443_ico_002403,image,Immagine CFTI ico_002403,,INGV – CFTI Visual,img/8443/ico_002403.jpg,,8443;terremoto,WILFRIED RISSEL,willy75015@gmail.com,,,1670,1182,ico_002403.jpg
8443,,cfti_8443_ico_002466,image,Immagine CFTI ico_002466,,INGV – CFTI Visual,img/8443/ico_002466.jpg,,8443;terremoto,,,,,6129,4134,ico_002466.jpg
8819,,cfti_8819_ico_001778,image,Immagine CFTI ico_001778,,INGV – CFTI Visual,img/8819/ico_001778.jpg,,8819;terremoto,"MacPherson R. T., Collezione Graziano Ferrari, Bologna, 185. Street view in Norcia, after the earthquake, from the Casa Cipriani.",CC BY-NC,,Tempietto - Crolli e danni. In primo piano a sinistra il tempietto trecentesco occupa metà del quadro e non presenta danni esterni evidenti. Solo la caduta di qualche tegola del tetto. La parte destra delle fotografia è invece interessata da estesi crolli di edifici e da puntellamenti con pali di legno. Dalle macerie e dallo spessore dei muri si vede la scarsa qualità dei materiali costruttivi di questi edifici: pietrame naturale grossolanamente lavorato o non lavorato.,4264,3512,ico_001778.jpg
8819,,cfti_8819_ico_001779,image,Immagine CFTI ico_001779,,INGV – CFTI Visual,img/8819/ico_001779.jpg,,8819;terremoto,"MacPherson R. T., Collezione Graziano Ferrari, Bologna, 186. Principal street near the upper gate of Norcia, after the earthquake.",CC BY-NC,,"Via Forosette - Edifici con danni e puntelli in legno. Adottando un punto di vista sull’asse della via delle Forosette e a livello del primo piano di una casa, Macpherson rapporta il paesaggio delle rovine - animato dalle linee dei puntelli lignei - al paesaggio dello sfondo. Si nota il campanile a vela della Chiesa del Crocifisso.",4747,3240,ico_001779.jpg
8819,,cfti_8819_ico_001780,image,Immagine CFTI ico_001780,,INGV – CFTI Visual,img/8819/ico_001780.jpg,,8819;terremoto,"MacPherson R. T.,, Collezione Graziano Ferrari, Bologna, 187. Palazzo Comunale and Church of St. Benedict in the Great Square of Norcia, after the earthquake.",CC BY-NC,,Piazza S.Benedetto - Crolli e danni. Crollo del tetto e della parte superiore della facciata del Palazzo Comunale. Si vedono le tracce dell'attacco delle volte interne nel muro solo parzialmente crollato. Il loggiato medievale sottostante non presenta danni gravi evidenti. A destra la Chiesa di S.Benedetto presenta leggere fenditure nella facciata e verticali più gravi nei muro d'appoggio del portico a destra con rischio di crollo contrastato da un puntello di legno. Cenno di piccolo cedimento del primo arco da sinistra.,4668,2997,ico_001780.jpg
905,,cfti_905_ico_001794,image,Immagine CFTI ico_001794,,INGV – CFTI Visual,img/905/ico_001794.jpg,,905;terremoto,"Ricci C., Ecomuseo di Argenta: Museo Civico, Olio su tela del terremoto di Argenta del 1624 eseguito da Camillo Ricci nello stesso anno. https://bit.ly/3utB9ca CC BY-NC-ND 3.0.",CC BY-NC-ND,,"Crolli e danni causati dal terremoto del 19 marzo 1624 rappresentati nella pala votiva dipinta da Camillo Ricci nel 1624. Nella parte centrale del dipinto è raffigurata la città con le mura crollate e quasi tutte le torri e i campanili spezzati. Nella parte superiore i santi protettori della città e, in basso, i fedeli in preghiera.",1772,2567,ico_001794.jpg
9858,,cfti_9858_ico_000426,image,Immagine CFTI ico_000426,,INGV – CFTI Visual,img/9858/ico_000426.jpg,,9858;terremoto,"Simoni A., Archivio storico, Comune di Belluno, fotografia dei danni del terremoto del 29 giugno 1873, Rovine del terremoto nell'Alpago.",CC BY-NC-SA,,"Zona imprecisata del paese - Crolli. In primo piano le macerie di una casa con alcune persone in posa, compresi i due personaggi distinti delle fotografie delle immagini nn. 000428, 000429 e 000445. In secondo piano sulla destra un fienile mancante di parte della copertura.",1162,894,ico_000426.jpg
9858,,cfti_9858_ico_000427,image,Immagine CFTI ico_000427,,INGV – CFTI Visual,img/9858/ico_000427.jpg,,9858;terremoto,"Simoni A., Archivio storico, Comune di Belluno,  fotografia dei danni del terremoto del 29 giugno 1873, Rovine del terremoto nell'Alpago.",CC BY-NC-SA,,Zona imprecisata del paese - Crolli. Una casa crollata con operai intenti a rimuovere le macerie.,1166,899,ico_000427.jpg
9858,,cfti_9858_ico_000428,image,Immagine CFTI ico_000428,,INGV – CFTI Visual,img/9858/ico_000428.jpg,,9858;terremoto,"Simoni A., Archivio storico, Comune di Belluno, fotografia dei danni del terremoto del 29 giugno 1873, Rovine del terremoto nell'Alpago.",CC BY-NC-SA,,"Casa in prossimità della chiesa di S.Bartolomeo - Crolli. La vista è da ovest. La casa in primo piano a sinistra è crollata in parte e altre case hanno i tetti e alcuni dei muri in parte crollati. Alcuni operai sono intenti a rimuovere le macerie. Sulla destra una costruzione di legno, probabilmente un fienile. Davanti alla casa, in primo piano, un traliccio ligneo, forse un ponteggio per i lavori. Due personaggi distinti - gli stessi delle immagini nn. 000426, 000429 e 000445 sono al centro della scena, quello di destra sembra impugnare dei fogli (Seffer?).",1156,899,ico_000428.jpg
9858,,cfti_9858_ico_000429,image,Immagine CFTI ico_000429,,INGV – CFTI Visual,img/9858/ico_000429.jpg,,9858;terremoto,"Simoni A., Archivio storico, Comune di Belluno, fotografia dei danni del terremoto del 29 giugno 1873, Rovine del terremoto nell'Alpago.",CC BY-NC-SA,,"In primo piano una casa crollata e dietro di essa, verso destra, altre case crollate. Gli stessi due personaggi distinti delle immagini nn. 000426, 000428 e 000445 osservano l'interno della casa crollata dalla porta d'ingresso. A sinistra della casa in primo piano una baracca di legno e una casa con il tetto apparentemente senza gravi danni.",1168,907,ico_000429.jpg
9858,,cfti_9858_ico_000430,image,Immagine CFTI ico_000430,,INGV – CFTI Visual,img/9858/ico_000430.jpg,,9858;terremoto,"Simoni A., Archivio storico, Comune di Belluno, fotografia dei danni del terremoto del 29 giugno 1873, Rovine del terremoto nell'Alpago.",CC BY-NC-SA,,"Case in prossimità della chiesa di S.Bartolomeo - Crolli. In primo piano a sinistra si intravede un edificio in legno, probabilmente il fienile della fotografia n.000428 alla sua destra due piccole case con il tetto sfondato anche dal peso delle lose. Alla base cumuli di pietrame naturale grossolanamente lavorato, il povero materiale costruttivo di queste case. A destra due edifici con pochi danni evidenti. Al centro dell'immagine una casa con il tetto in parte crollato e per la maggior parte privato delle lose per avviare la fase di riparazione. Il muro di appoggio del tetto è in parte crollato nella parte sommitale.",1150,893,ico_000430.jpg
